country_id,country,iso_codes,population_scope_codes,scenario_year,scenario_gdp_scaling,vanilla_population,proposed_population,population_scale,population_delta_percent,population_manual_review,population_geography_note,vanilla_json_initial_gdp,vanilla_effective_gdp,vanilla_gdp_per_capita,nominal_gdp_per_capita_after_scenario_scaling,ppp_gdp_per_capita_after_scenario_scaling,lower_bound_gdp_per_capita,upper_bound_gdp_per_capita,proposed_gdp_per_capita,decision,proposed_effective_gdp_after_scenario_scaling,proposed_json_initial_gdp,population_method,nominal_method,ppp_method,review_flag,un_wpp_source_url,imf_source_url,world_bank_source_url
MAL,Malawi,MWI,MWI,2003,1.59,12181574,12181574,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,5536842105,8803578947,723,590,1236,590,1236,723,kept_vanilla,8803578947,5536842105,MWI: UN WPP 2024 Medium exact 2003,MWI: IMF exact 2003,MWI: IMF exact 2003,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
MAL,Malawi,MWI,MWI,2022,1,20349127,20568728,1.0107916668857588,1.0791666885758833,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,31159920000,31159920000,1531,609,1778,609,1778,1531,kept_vanilla,31496187477,31496187477,MWI: UN WPP 2024 Medium exact 2022,MWI: IMF exact 2022,MWI: IMF exact 2022,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
MAL,Malawi,MWI,MWI,2026,0.87,22785535,22785535,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,37639360000,32746243200,1437,693,1698,693,1698,1437,kept_vanilla,32746243200,37639360000,MWI: UN WPP 2024 Medium exact 2026,MWI: IMF exact 2026,MWI: IMF exact 2026,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
MYS,Malaysia,MYS,MYS,2003,1.59,24679602,24679602,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,192647953216,306310245613,12411,7733,21224,7733,21224,12411,kept_vanilla,306310245613,192647953216,MYS: UN WPP 2024 Medium exact 2003,MYS: IMF exact 2003,MYS: IMF exact 2003,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
MYS,Malaysia,MYS,MYS,2022,1,33308047,34695493,1.041654979050558,4.165497905055804,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,958759120000,958759120000,28785,11755,34414,11755,34414,28785,kept_vanilla,998696211058,998696211058,MYS: UN WPP 2024 Medium exact 2022,MYS: IMF exact 2022,MYS: IMF exact 2022,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
MYS,Malaysia,MYS,MYS,2026,0.87,36385114,36385115,1.000000027483767,0.00000274837670399819,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,1300762320000,1131663218400,31102,12348,38461,12348,38461,31102,kept_vanilla,1131663249502,1300762355750,MYS: UN WPP 2024 Medium exact 2026,MYS: IMF exact 2026,MYS: IMF exact 2026,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
MLD,Maldives,MDV,MDV,2003,1.59,296491,296491,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,2013450292,3201385964,10798,5642,18515,5642,18515,10798,kept_vanilla,3201385964,2013450292,MDV: UN WPP 2024 Medium exact 2003,MDV: IMF exact 2003,MDV: IMF exact 2003,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
MLD,Maldives,MDV,MDV,2022,1,539616,524106,0.9712573385518591,-2.874266144814086,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,10018800000,10018800000,18567,11768,22877,11768,22877,18567,kept_vanilla,9730833023,9730833023,MDV: UN WPP 2024 Medium exact 2022,MDV: IMF exact 2022,MDV: IMF exact 2022,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
MLD,Maldives,MDV,MDV,2026,0.87,531517,531517,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,13226400000,11506968000,21649,13308,25862,13308,25862,21649,kept_vanilla,11506968000,13226400000,MDV: UN WPP 2024 Medium exact 2026,MDV: IMF exact 2026,MDV: IMF exact 2026,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
MLI,Mali,MLI,MLI,2003,1.59,12684955,12684955,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,10854385965,17258473684,1361,692,2797,692,2797,1361,kept_vanilla,17258473684,10854385965,MLI: UN WPP 2024 Medium exact 2003,MLI: IMF exact 2003,MLI: IMF exact 2003,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
MLI,Mali,MLI,MLI,2022,1,21669157,23072640,1.0647686940474888,6.476869404748875,yes — reviewed,"Single-country game territory and UN country/area boundary align. The difference is an updated historical estimate/projection vintage, not a geographic-scope mismatch; accept the UN WPP value for a consistent source vintage.",55335000000,55335000000,2554,982,3021,982,3021,2554,kept_vanilla,58918975685,58918975685,MLI: UN WPP 2024 Medium exact 2022,MLI: IMF exact 2022,MLI: IMF exact 2022,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
MLI,Mali,MLI,MLI,2026,0.87,25932275,25932275,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,64009440000,55688212800,2147,1136,3199,1136,3199,2147,kept_vanilla,55688212800,64009440000,MLI: UN WPP 2024 Medium exact 2026,MLI: IMF exact 2026,MLI: IMF exact 2026,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
MRT,Mauritania,MRT,MRT,2003,1.59,2802046,2802046,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,5608187135,8917017545,3182,1164,5442,1164,5442,3182,kept_vanilla,8917017545,5608187135,MRT: UN WPP 2024 Medium exact 2003,MRT: IMF exact 2003,MRT: IMF exact 2003,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
MRT,Mauritania,MRT,MRT,2022,1,4942138,4875637,0.9865440827431367,-1.3455917256863348,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,26393840000,26393840000,5341,1962,6484,1962,6484,5341,kept_vanilla,26038686673,26038686673,MRT: UN WPP 2024 Medium exact 2022,MRT: IMF exact 2022,MRT: IMF exact 2022,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
MRT,Mauritania,MRT,MRT,2026,0.87,5461319,5461319,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,35252800000,30669936000,5616,2286,6995,2286,6995,5616,kept_vanilla,30669936000,35252800000,MRT: UN WPP 2024 Medium exact 2026,MRT: IMF exact 2026,MRT: IMF exact 2026,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
MRS,Mauritius,MUS,MUS,2003,1.59,1242099,1242099,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,7485380117,11901754386,9582,7879,16386,7879,16386,9582,kept_vanilla,11901754386,7485380117,MUS: UN WPP 2024 Medium exact 2003,MUS: IMF exact 2003,MUS: IMF exact 2003,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
MRS,Mauritius,MUS,MUS,2022,1,1275079,1276130,1.0008242626535298,0.08242626535297504,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,27913600000,27913600000,21892,10115,26269,10115,26269,21892,kept_vanilla,27936608138,27936608138,MUS: UN WPP 2024 Medium exact 2022,MUS: IMF exact 2022,MUS: IMF exact 2022,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
MRS,Mauritius,MUS,MUS,2026,0.87,1265059,1265059,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,36389760000,31659091200,25026,11773,30442,11773,30442,25026,kept_vanilla,31659091200,36389760000,MUS: UN WPP 2024 Medium exact 2026,MUS: IMF exact 2026,MUS: IMF exact 2026,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
PCS,Melanesian States,FJI+SLB+VUT,FJI+SLB+VUT,2003,1.59,1533186,1533186,1,0,no,Aggregated all explicit game ISO components; reviewed as a composite game country rather than comparing it with only the first sovereign state.,4354385965,6923473684,4516,3397,7752,3397,7752,4516,kept_vanilla,6923473684,4354385965,FJI: UN WPP 2024 Medium exact 2003; SLB: UN WPP 2024 Medium exact 2003; VUT: UN WPP 2024 Medium exact 2003,FJI: IMF exact 2003; SLB: IMF exact 2003; VUT: IMF exact 2003,FJI: IMF exact 2003; SLB: IMF exact 2003; VUT: IMF exact 2003,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
PCS,Melanesian States,FJI+SLB+VUT,FJI+SLB+VUT,2022,1,1962081,2013534,1.02622368801288,2.622368801288011,no,Aggregated all explicit game ISO components; reviewed as a composite game country rather than comparing it with only the first sovereign state.,13195600000,13195600000,6725,3762,7321,3762,7321,6725,kept_vanilla,13541637298,13541637298,FJI: UN WPP 2024 Medium exact 2022; SLB: UN WPP 2024 Medium exact 2022; VUT: UN WPP 2024 Medium exact 2022,FJI: IMF exact 2022; SLB: IMF exact 2022; VUT: IMF exact 2022,FJI: IMF exact 2022; SLB: IMF exact 2022; VUT: IMF exact 2022,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
PCS,Melanesian States,FJI+SLB+VUT,FJI+SLB+VUT,2026,0.87,2138133,2138134,1.0000004676977532,0.0000467697753192553,no,Aggregated all explicit game ISO components; reviewed as a composite game country rather than comparing it with only the first sovereign state.,16621440000,14460652800,6763,3899,8001,3899,8001,6763,kept_vanilla,14460659563,16621447774,FJI: UN WPP 2024 Medium exact 2026; SLB: UN WPP 2024 Medium exact 2026; VUT: UN WPP 2024 Medium exact 2026,FJI: IMF exact 2026; SLB: IMF exact 2026; VUT: IMF exact 2026,FJI: IMF exact 2026; SLB: IMF exact 2026; VUT: IMF exact 2026,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
MEX,Mexico,MEX,MEX,2003,1.59,102978515,102978515,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,859568421053,1366713789474,13272,11820,22695,11820,22695,13272,kept_vanilla,1366713789474,859568421053,MEX: UN WPP 2024 Medium exact 2003,MEX: IMF exact 2003,MEX: IMF exact 2003,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
MEX,Mexico,MEX,MEX,2022,1,131965947,128613117,0.9745932183550352,-2.5406781644964793,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,2543802800000,2543802800000,19276,11406,23188,11406,23188,19276,kept_vanilla,2479172957713,2479172957713,MEX: UN WPP 2024 Medium exact 2022,MEX: IMF exact 2022,MEX: IMF exact 2022,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
MEX,Mexico,MEX,MEX,2026,0.87,132997658,132997658,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,3024498400000,2631313608000,19785,13874,23425,13874,23425,19785,kept_vanilla,2631313608000,3024498400000,MEX: UN WPP 2024 Medium exact 2026,MEX: IMF exact 2026,MEX: IMF exact 2026,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
MCS,Micronesian States,FSM+KIR,FSM+KIR+MHL+NRU+PLW,2003,1.59,287817,287817,1,0,no,"Added the Marshall Islands, Nauru, and Palau. The expanded sovereign-state set reproduces the 2003 and 2026 vanilla totals within one person.",436257310,693649123,2410,3591,4513,3591,4513,3591,clamped_to_nominal,1033518191,650011441,FSM: UN WPP 2024 Medium exact 2003; KIR: UN WPP 2024 Medium exact 2003; MHL: UN WPP 2024 Medium exact 2003; NRU: UN WPP 2024 Medium exact 2003; PLW: UN WPP 2024 Medium exact 2003,FSM: IMF exact 2003; KIR: IMF exact 2003; MHL: World Bank exact 2003; NRU: World Bank exact 2003; PLW: World Bank exact 2003,FSM: IMF exact 2003; KIR: IMF exact 2003; MHL: World Bank exact 2003; NRU: World Bank exact 2003; PLW: World Bank exact 2003,secondary_source,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
MCS,Micronesian States,FSM+KIR,FSM+KIR+MHL+NRU+PLW,2022,1,331379,312220,0.9421840249382127,-5.781597506178726,yes — reviewed,"Added the Marshall Islands, Nauru, and Palau. The expanded sovereign-state set reproduces the 2003 and 2026 vanilla totals within one person.",1118480000,1118480000,3375,4400,4987,4400,4987,4400,clamped_to_nominal,1373782670,1373782670,FSM: UN WPP 2024 Medium exact 2022; KIR: UN WPP 2024 Medium exact 2022; MHL: UN WPP 2024 Medium exact 2022; NRU: UN WPP 2024 Medium exact 2022; PLW: UN WPP 2024 Medium exact 2022,FSM: IMF exact 2022; KIR: IMF exact 2022; MHL: World Bank exact 2022; NRU: World Bank exact 2022; PLW: World Bank exact 2022,FSM: IMF exact 2022; KIR: IMF exact 2022; MHL: World Bank exact 2022; NRU: World Bank exact 2022; PLW: World Bank exact 2022,secondary_source,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
MCS,Micronesian States,FSM+KIR,FSM+KIR+MHL+NRU+PLW,2026,0.87,317419,317418,0.9999968495899741,-0.00031504100258539225,no,"Added the Marshall Islands, Nauru, and Palau. The expanded sovereign-state set reproduces the 2003 and 2026 vanilla totals within one person.",1479280000,1286973600,4054,4879,5289,4879,5289,4879,clamped_to_nominal,1548669881,1780080323,FSM: UN WPP 2024 Medium exact 2026; KIR: UN WPP 2024 Medium exact 2026; MHL: UN WPP 2024 Medium exact 2026; NRU: UN WPP 2024 Medium exact 2026; PLW: UN WPP 2024 Medium exact 2026,"FSM: IMF exact 2026; KIR: IMF exact 2026; MHL: peer-growth inference from World Bank 2025; East Asia & Pacific; Upper middle income median -0.13%/yr (11 peers, capped at ±8%); NRU: peer-growth inference from World Bank 2025; East Asia & Pacific; High income median 3.00%/yr (6 peers, capped at ±8%); PLW: peer-growth inference from World Bank 2025; East Asia & Pacific; High income median 3.00%/yr (6 peers, capped at ±8%)","FSM: IMF exact 2026; KIR: IMF exact 2026; MHL: peer-growth inference from World Bank 2025; East Asia & Pacific; Upper middle income median 1.44%/yr (11 peers, capped at ±8%); NRU: peer-growth inference from World Bank 2025; East Asia & Pacific; High income median 2.43%/yr (6 peers, capped at ±8%); PLW: peer-growth inference from World Bank 2025; East Asia & Pacific; High income median 2.43%/yr (6 peers, capped at ±8%)",inferred,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
MOL,Moldova,MDA,MDA,2003,1.59,4095419,4095419,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,7904093567,12567508772,3069,769,5257,769,5257,3069,kept_vanilla,12567508772,7904093567,MDA: UN WPP 2024 Medium exact 2003,MDA: IMF exact 2003,MDA: IMF exact 2003,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
MOL,Moldova,MDA,MDA,2022,1,4009886,3039985,0.7581225501173848,-24.187744988261517,yes — reviewed,"Single-country game territory and UN country/area boundary align. The difference is an updated historical estimate/projection vintage, not a geographic-scope mismatch; accept the UN WPP value for a consistent source vintage.",37385040000,37385040000,9323,4778,13683,4778,13683,9323,kept_vanilla,28342441861,28342441861,MDA: UN WPP 2024 Medium exact 2022,MDA: IMF exact 2022,MDA: IMF exact 2022,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
MOL,Moldova,MDA,MDA,2026,0.87,2961254,2961253,0.9999996623052261,-0.000033769477392198155,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,40801200000,35497044000,11987,6431,14554,6431,14554,11987,kept_vanilla,35497032013,40801186222,MDA: UN WPP 2024 Medium exact 2026,MDA: IMF exact 2026,MDA: IMF exact 2026,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
MNG,Mongolia,MNG,MNG,2003,1.59,2521805,2521805,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,5813450292,9243385964,3665,1006,6268,1006,6268,3665,kept_vanilla,9243385964,5813450292,MNG: UN WPP 2024 Medium exact 2003,MNG: IMF exact 2003,MNG: IMF exact 2003,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
MNG,Mongolia,MNG,MNG,2022,1,3393295,3386015,0.9978545926599367,-0.2145407340063299,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,40850480000,40850480000,12039,5064,16631,5064,16631,12039,kept_vanilla,40762839080,40762839080,MNG: UN WPP 2024 Medium exact 2022,MNG: IMF exact 2022,MNG: IMF exact 2022,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
MNG,Mongolia,MNG,MNG,2026,0.87,3556798,3556798,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,64485520000,56102402400,15773,6959,19665,6959,19665,15773,kept_vanilla,56102402400,64485520000,MNG: UN WPP 2024 Medium exact 2026,MNG: IMF exact 2026,MNG: IMF exact 2026,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
MNE,Montenegro,MNE,MNE,2003,1.59,633559,633559,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,3574853801,5684017544,8972,4213,15338,4213,15338,8972,kept_vanilla,5684017544,3574853801,MNE: UN WPP 2024 Medium exact 2003,MNE: IMF exact 2003,MNE: IMF exact 2003,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
MNE,Montenegro,MNE,MNE,2022,1,627887,614648,0.9789149958511643,-2.108500414883574,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,13618880000,13618880000,21690,10192,28313,10192,28313,21690,kept_vanilla,13331725859,13331725859,MNE: UN WPP 2024 Medium exact 2022,MNE: IMF exact 2022,MNE: IMF exact 2022,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
MNE,Montenegro,MNE,MNE,2026,0.87,626233,626233,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,18751920000,16314170400,26051,14208,31521,14208,31521,26051,kept_vanilla,16314170400,18751920000,MNE: UN WPP 2024 Medium exact 2026,MNE: IMF exact 2026,MNE: IMF exact 2026,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
MAR,Morocco,MAR,MAR,2003,1.59,29571415,29571415,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,74854385965,119018473684,4025,3030,6882,3030,6882,4025,kept_vanilla,119018473684,74854385965,MAR: UN WPP 2024 Medium exact 2003,MAR: IMF exact 2003,MAR: IMF exact 2003,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
MAR,Morocco,MAR,MAR,2022,1,38537085,37329064,0.9686530260397225,-3.1346973960277524,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,291756960000,291756960000,7571,3516,9450,3516,9450,7571,kept_vanilla,282611262172,282611262172,MAR: UN WPP 2024 Medium exact 2022,MAR: IMF exact 2022,MAR: IMF exact 2022,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
MAR,Morocco,MAR,MAR,2026,0.87,38762441,38762441,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,373886480000,325281237600,8392,4362,10535,4362,10535,8392,kept_vanilla,325281237600,373886480000,MAR: UN WPP 2024 Medium exact 2026,MAR: IMF exact 2026,MAR: IMF exact 2026,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
MOZ,Mozambique,MOZ,MOZ,2003,1.59,19392475,19392475,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,6458479532,10268982456,530,540,905,540,905,540,clamped_to_nominal,10467795210,6583519000,MOZ: UN WPP 2024 Medium exact 2003,MOZ: IMF exact 2003,MOZ: IMF exact 2003,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
MOZ,Mozambique,MOZ,MOZ,2022,1,33382972,32656246,0.978230638063022,-2.1769361936977982,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,41893280000,41893280000,1255,578,1582,578,1582,1255,kept_vanilla,40981290025,40981290025,MOZ: UN WPP 2024 Medium exact 2022,MOZ: IMF exact 2022,MOZ: IMF exact 2022,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
MOZ,Mozambique,MOZ,MOZ,2026,0.87,36639851,36639851,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,54518640000,47431216800,1295,553,1486,553,1486,1295,kept_vanilla,47431216800,54518640000,MOZ: UN WPP 2024 Medium exact 2026,MOZ: IMF exact 2026,MOZ: IMF exact 2026,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
MMR,Myanmar,MMR,MMR,2003,1.59,46667192,46667192,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,32473099415,51632228070,1106,301,2065,301,2065,1106,kept_vanilla,51632228070,32473099415,MMR: UN WPP 2024 Medium exact 2003,MMR: IMF exact 2003,MMR: IMF exact 2003,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
MMR,Myanmar,MMR,MMR,2022,1,55359846,53756787,0.9710429288405173,-2.895707115948265,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,226461840000,226461840000,4091,1254,4806,1254,4806,4091,kept_vanilla,219904168384,219904168384,MMR: UN WPP 2024 Medium exact 2022,MMR: IMF exact 2022,MMR: IMF exact 2022,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
MMR,Myanmar,MMR,MMR,2026,0.87,55184819,55184819,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,287666720000,250270046400,4535,1322,4624,1322,4624,4535,kept_vanilla,250270046400,287666720000,MMR: UN WPP 2024 Medium exact 2026,MMR: IMF exact 2026,MMR: IMF exact 2026,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
SWA,Namibia,NAM,NAM,2003,1.59,1917464,1917464,1,0,no,Single-country territory; UN WPP and vanilla are within the ±5% review threshold.,6658479532,10586982456,5521,4124,9441,4124,9441,5521,kept_vanilla,10586982456,6658479532,NAM: UN WPP 2024 Medium exact 2003,NAM: IMF exact 2003,NAM: IMF exact 2003,complete_primary,https://www.un.org/development/desa/pd/world-population-prospects-2024,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/,https://api.worldbank.org/v2/
